Numero;Utenza;Fattura;Data;Valore (m³)
38407137;43557077;FT-2024-93752;07/01/2024;2108
38413810;93670241;FT-2021-49059;06/07/2021;770
38427441;21272836;;13/02/2021;784
38429405;63259399;FT-2023-74511;03/05/2023;2277
38441719;66360041;FT-2023-42834;09/01/2023;856
38442960;22532512;;19/03/2021;600
38444138;29285544;FT-2024-07511;17/11/2024;2590
38447455;26562774;FT-2021-04959;02/07/2021;2836
38451659;70304093;FT-2024-73232;15/04/2024;3168
38456311;41491357;FT-2025-07172;29/06/2025;2297
38456862;52965923;;10/08/2023;3959
38464503;32805883;FT-2025-68736;22/10/2025;3448
38475655;65330770;FT-2023-79635;22/12/2023;4847
38478780;67150997;FT-2024-37180;12/12/2024;3983
38480582;76036698;FT-2020-84466;06/10/2020;1207
38482919;99921773;;27/07/2024;3867
38484874;35848689;FT-2023-35943;04/01/2023;686
38489702;71298897;FT-2021-00868;16/12/2021;1382
38498894;60785931;FT-2022-52707;28/02/2022;3171
38502876;66259045;;28/08/2020;4914
38504252;32181698;FT-2020-25403;28/12/2020;299
38506209;94984362;FT-2024-82768;16/09/2024;5329
38506525;17288959;FT-2022-59698;05/12/2022;971
38511012;54202248;FT-2022-82586;01/11/2022;4815
38511601;32623167;FT-2024-04515;18/04/2024;4120
38512033;16325867;FT-2025-97993;21/01/2025;3611
38513182;31316822;FT-2024-13591;30/08/2024;3487
38516088;42396440;;25/06/2022;911
38517320;22833195;;18/12/2024;4858
38524776;50002086;FT-2022-31752;30/01/2022;5197
38526939;98626395;FT-2024-75907;06/07/2024;3358
38529194;17404515;FT-2025-23471;09/04/2025;3303
38529993;78815590;;04/04/2023;4507
38534510;99538294;;17/06/2023;1419
38535673;40372368;FT-2022-54126;11/04/2022;3724
38544172;71849926;FT-2021-35020;08/03/2021;1437
38548444;80289517;FT-2022-54961;16/01/2022;5350
38558526;69639040;FT-2021-87274;11/01/2021;1115
38559695;34539313;FT-2022-88958;12/03/2022;3555
38563470;61588863;FT-2024-13759;08/12/2024;2090
38564531;16431713;FT-2021-77943;12/05/2021;4691
38564851;43276399;FT-2021-08708;22/11/2021;5316
38568420;66731370;FT-2021-12658;04/07/2021;1479
38571462;18805017;FT-2022-23387;10/06/2022;1068
38574604;60405669;FT-2024-49080;31/01/2024;679
38582286;55430796;FT-2023-92120;13/08/2023;1395
38590265;89262517;FT-2024-54885;04/07/2024;4949
38602104;97860203;;01/09/2021;1852
38608963;82162660;FT-2023-08870;02/05/2023;2537
38612819;49142652;FT-2020-32744;30/10/2020;1600
38616492;71531766;FT-2021-07637;24/03/2021;4833
38618451;75951120;;25/08/2022;2846
38620347;16190193;FT-2022-10457;13/11/2022;483
38620539;96801128;;21/07/2021;3194
38623300;98623924;;08/06/2021;4831
38629415;52720388;FT-2024-86914;24/07/2024;982
38630081;16433226;FT-2022-77775;31/03/2022;4815
38632743;99180038;FT-2021-93419;03/11/2021;3276
38649447;94639756;FT-2021-55697;17/04/2021;4298
38653821;42816291;FT-2021-33115;25/02/2021;3968
38654944;28726001;FT-2022-71632;17/04/2022;4386
38655196;77332291;FT-2022-53902;28/05/2022;609
38656042;59991365;FT-2022-16891;23/02/2022;5786
38667796;43777303;FT-2021-84413;25/02/2021;4178
38673236;61531952;FT-2020-27968;16/10/2020;386
38678196;28726001;;06/06/2022;4427
38683888;11581449;FT-2022-37035;29/03/2022;2674
38691721;25573257;FT-2022-98756;15/08/2022;3086
38695538;46534764;FT-2021-65161;19/07/2021;575
38696377;29561765;FT-2024-32916;03/01/2024;870
38697438;43509025;FT-2023-75847;18/12/2023;5284
38702227;20615372;;01/09/2021;3522
38702413;57576379;FT-2025-45500;08/09/2025;2921
38710370;77232487;FT-2024-13587;25/10/2024;688
38710524;53440708;FT-2021-27086;13/10/2021;1834
38715298;21282699;FT-2022-99510;16/05/2022;4669
38719481;90288252;;17/11/2021;4357
38719899;61403696;FT-2024-92973;09/02/2024;1025
38727970;50581519;;07/02/2024;1055
38728361;48430894;FT-2026-98713;20/04/2026;3810
38742861;58820893;FT-2023-78650;25/10/2023;3650
38746115;81695007;FT-2023-85265;13/02/2023;5025
38762940;10307562;FT-2022-85071;03/03/2022;3638
38765542;50266502;FT-2023-19428;05/03/2023;4349
38771189;13531607;;21/11/2021;1664
38778915;92862558;FT-2024-76179;23/12/2024;3493
38786620;52206185;FT-2021-75139;30/09/2021;1947
38795060;36398214;;20/11/2024;1755
38798161;75663393;FT-2024-70718;02/01/2024;2846
38800664;17049611;FT-2021-07418;01/09/2021;5257
38801140;81590518;FT-2021-54537;13/12/2021;3069
38807405;45521570;FT-2023-48143;07/02/2023;3476
38823471;10810014;FT-2022-75739;15/07/2022;4315
38828455;88737282;FT-2024-65641;04/11/2024;2906
38833500;98285031;FT-2025-03708;15/05/2025;2514
38833816;51232806;;13/12/2022;3659
38838896;87933335;FT-2025-82814;13/06/2025;4333
38844961;75021000;FT-2022-73800;02/11/2022;2995
38847461;79535412;FT-2020-18543;02/04/2020;4574
38849031;49650496;FT-2021-86000;10/12/2021;3736
38854888;69696915;FT-2024-98983;29/09/2024;4666
38860727;76580043;FT-2025-59436;12/06/2025;4785
38861905;93326170;FT-2024-09711;14/04/2024;2649
38867206;95366498;FT-2025-68012;07/03/2025;709
38870279;91472373;FT-2024-89537;15/04/2024;2280
38874630;61556740;FT-2022-12540;03/07/2022;2554
38887160;36547935;FT-2024-87658;17/10/2024;1666
38889653;52749366;FT-2023-49523;02/02/2023;1488
38891740;70856411;FT-2022-51514;12/08/2022;5078
38907018;35955133;FT-2020-88458;14/08/2020;2772
38911527;81698837;FT-2021-54039;22/11/2021;1174
38914063;66683032;FT-2024-13653;02/10/2024;4984
38916314;31241393;;26/12/2024;790
38923414;16076344;FT-2022-08967;27/12/2022;4390
38924381;41253612;FT-2024-46421;29/12/2024;3180
38929783;15221711;FT-2024-25747;24/06/2024;1184
38939590;29423215;FT-2023-94129;25/06/2023;284
38941719;22609203;FT-2022-91967;06/08/2022;3977
38955417;59679146;FT-2023-97330;10/12/2023;2601
38964620;55896268;FT-2022-07256;23/10/2022;1490
38978422;19252390;;16/07/2024;3254
38982071;48467264;FT-2023-44232;23/07/2023;3883
38987139;87306260;FT-2023-65984;31/07/2023;2198
38991840;89211625;FT-2022-72213;15/09/2022;6543
39000884;81547595;FT-2020-83171;01/06/2020;4119
39010528;34636698;FT-2023-18678;09/05/2023;2093
39012265;25350696;FT-2023-39768;01/05/2023;917
39020652;46675254;;24/01/2024;804
39020920;33023467;;20/01/2022;1583
39021653;71125804;FT-2024-04854;08/03/2024;4967
39041380;93059736;;17/05/2024;3547
39042751;53490211;FT-2024-96830;15/01/2024;479
39048478;16698490;FT-2022-66205;28/04/2022;1004
39055415;91489325;FT-2021-12199;11/12/2021;2339
39058495;81740034;FT-2024-34983;07/10/2024;2853
39066590;95921268;;05/03/2024;2738
39068267;24374830;FT-2023-02550;10/01/2023;3325
39071816;46534764;FT-2021-75352;22/08/2021;550
39074756;72730147;;24/10/2022;3795
39075998;34418328;FT-2021-15730;21/04/2021;2300
39079635;74405835;;25/09/2024;5428
39079901;94895543;FT-2022-38141;26/09/2022;1079
39081090;58820893;FT-2023-26253;08/05/2023;3200
39091103;58745126;;25/12/2021;2307
39092300;84564240;FT-2021-42949;19/05/2021;5086
39096500;10817852;FT-2022-21207;09/10/2022;4617
39100021;80810148;FT-2022-91222;14/10/2022;666
39107765;28839774;FT-2024-71549;06/06/2024;4641
39120755;19123753;FT-2020-65039;23/10/2020;1435
39137051;76296586;FT-2022-87386;26/07/2022;3236
39139820;74053567;FT-2022-40171;15/09/2022;3252
39139857;28445766;FT-2023-73592;16/02/2023;5951
39143478;43209673;;16/11/2020;2478
39143564;53776618;FT-2022-25193;29/10/2022;4794
39144326;85374057;;13/02/2023;2320
39149839;43273997;FT-2023-23595;15/03/2023;1076
39161459;52007494;FT-2024-19520;01/08/2024;4369
39161761;61778528;FT-2022-96445;06/03/2022;1804
39170792;80934099;;20/02/2021;2835
39171439;74742312;FT-2022-92936;22/06/2022;4901
39175297;25518844;FT-2022-22979;27/07/2022;3091
39185496;84022346;;27/01/2022;4938
39191909;59134103;FT-2026-75804;14/01/2026;1593
39201526;96478686;FT-2021-87666;03/08/2021;4120
39205868;13339977;FT-2021-98773;23/05/2021;4022
39209109;12690896;;14/03/2023;5055
39214557;40343830;FT-2020-61358;14/06/2020;3497
39214771;86176404;FT-2020-61577;29/08/2020;1547
39216867;18881966;FT-2023-73344;27/07/2023;882
39217318;22532512;FT-2021-81070;02/08/2021;973
39218247;26125901;FT-2025-43131;30/05/2025;3688
39218650;57385779;;05/02/2025;4266
39221609;21903594;FT-2020-18228;21/07/2020;651
39224682;55759599;FT-2024-38175;30/04/2024;1326
39227168;58481703;FT-2024-90836;09/12/2024;1286
39228679;16545259;;06/01/2023;1687
39229290;46947493;;10/12/2023;2048
39230291;75818981;FT-2021-49690;27/03/2021;3161
39239509;28104502;FT-2023-91288;27/06/2023;3140
39248696;16163294;FT-2024-54851;22/11/2024;3375
39251060;18428910;FT-2025-33981;30/06/2025;1988
39251216;97667408;FT-2025-45547;13/10/2025;3204
39252266;83846895;FT-2020-17687;21/09/2020;3180
39252378;90549147;FT-2025-92148;29/03/2025;4823
39254137;48062502;FT-2023-85878;12/01/2023;1030
39259715;87460406;FT-2025-15161;29/03/2025;758
39260619;18970649;FT-2023-77941;27/06/2023;2544
39270380;33372094;FT-2023-18715;16/08/2023;2666
39275561;97375300;;18/10/2021;2842
39276860;15871469;FT-2021-76999;24/11/2021;1444
39283016;30429862;FT-2023-71862;20/04/2023;3654
39284607;16347418;FT-2021-70326;18/03/2021;5297
39293560;50410719;FT-2022-18890;19/06/2022;3101
39304115;48736704;FT-2022-69200;26/03/2022;4085
39313920;22880133;FT-2024-25012;19/10/2024;4076
39325915;99464203;FT-2025-38427;04/03/2025;4501
39326118;57355289;FT-2025-99763;18/08/2025;1182
39328561;42798059;;27/07/2024;633
39335440;82544225;;08/05/2022;989
39342488;35690409;FT-2026-15075;16/01/2026;1532
39352401;32170430;FT-2023-39643;01/04/2023;1498
39354447;49201354;FT-2024-58538;04/11/2024;4558
39355873;18226799;FT-2022-52686;02/11/2022;2877
39357957;12330307;FT-2021-31007;27/02/2021;2963
39360425;26659545;FT-2024-82197;10/02/2024;5072
39363996;61163971;FT-2023-86541;02/11/2023;4278
39370360;98688792;FT-2023-56224;01/05/2023;1036
39371478;52797302;FT-2024-87256;07/01/2024;3111
39375617;99631963;FT-2020-87300;25/09/2020;4725
39378030;65320528;;16/05/2024;4797
39379727;82839476;FT-2023-13640;01/08/2023;692
39386591;42020326;FT-2023-65348;16/12/2023;1411
39389000;44407779;FT-2023-13258;29/04/2023;2412
39389318;15070950;FT-2024-03298;08/09/2024;774
39402269;53888048;FT-2024-07548;25/03/2024;1461
39405965;52353693;FT-2025-64905;13/12/2025;2353
39408809;71386748;FT-2024-74422;02/03/2024;5024
39414429;30335051;FT-2024-33956;29/06/2024;2677
39416412;16235466;FT-2021-63634;26/12/2021;4972
39417464;12330307;FT-2021-57070;09/09/2021;3316
39423589;43190368;FT-2022-56457;27/07/2022;5660
39429406;78815590;FT-2023-57347;03/03/2023;4349
39432781;69140849;FT-2022-80227;27/09/2022;1895
39433273;56173574;FT-2023-37335;06/08/2023;3394
39433521;49500334;FT-2022-90638;15/02/2022;373
39437209;28186151;FT-2024-13834;27/09/2024;1409
39439123;66909275;FT-2024-53125;11/09/2024;4847
39440054;32619549;;22/02/2022;5062
39440559;69578127;FT-2022-16149;03/08/2022;4650
39442212;60064227;FT-2024-35541;16/11/2024;672
39444144;40459692;FT-2021-97572;04/11/2021;2013
39446702;14556110;FT-2020-71321;12/03/2020;4806
39449724;88911797;FT-2022-14833;13/10/2022;2123
39455890;22309407;FT-2025-94126;06/09/2025;602
39468647;38326842;FT-2023-54414;03/06/2023;1372
39471061;55768321;FT-2020-04609;27/07/2020;2883
39478959;12503926;FT-2021-14004;24/01/2021;1918
39489251;38635834;FT-2023-10526;09/06/2023;2770
39492732;10593777;FT-2024-77837;21/10/2024;2841
39495062;13401535;FT-2023-73610;16/02/2023;5125
39504553;62357865;FT-2023-76823;18/11/2023;4374
39511068;29850565;FT-2021-16379;20/04/2021;3231
39512613;48467264;FT-2024-14958;26/02/2024;4499
39524371;18386379;FT-2023-27893;29/10/2023;2910
39527208;71844386;FT-2021-23470;02/11/2021;2293
39528240;51913780;FT-2023-41604;22/07/2023;4270
39530272;87580158;FT-2024-95153;31/01/2024;883
39552049;29908213;FT-2022-41673;28/04/2022;927
39559118;47019453;FT-2021-15056;06/08/2021;2185
39561570;43267244;;29/09/2024;4537
39562784;22863811;FT-2020-86194;15/10/2020;709
39565013;66740687;FT-2022-11616;18/12/2022;4880
39565183;78974095;FT-2021-72103;02/12/2021;212
39566220;93415599;FT-2021-63715;21/11/2021;2833
39568283;63145945;FT-2024-92075;23/11/2024;4585
39569059;47100943;;08/12/2025;577
39569991;70878757;FT-2026-01150;04/02/2026;360
39571381;69027716;;24/12/2024;3474
39577005;17139848;FT-2022-09544;26/01/2022;788
39580271;81360549;FT-2023-47423;19/05/2023;3092
39580310;83156639;FT-2025-80414;11/09/2025;2819
39583843;94840862;FT-2022-40104;03/01/2022;1279
39586997;30138825;FT-2023-84722;04/01/2023;4054
39588194;10817852;FT-2022-00145;27/12/2022;4664
39588564;80382407;;23/12/2023;3064
39606074;45588572;FT-2025-61141;12/10/2025;443
39609105;40003896;FT-2022-56170;07/07/2022;4655
39613013;13597177;FT-2022-29770;31/01/2022;2956
39613465;25594284;FT-2023-87591;12/07/2023;1051
39617804;24488112;FT-2022-55979;13/07/2022;1456
39618312;83532366;FT-2021-97153;15/03/2021;3538
39624747;79434606;FT-2024-19615;10/11/2024;3531
39625980;60785931;FT-2021-05970;29/11/2021;3018
39628230;64016379;FT-2020-79712;02/08/2020;425
39631229;82805129;FT-2022-40867;04/09/2022;2479
39633779;47191275;FT-2023-69447;05/06/2023;1909
39633844;19252390;FT-2024-90032;15/07/2024;3319
39635197;80465689;FT-2024-25068;11/08/2024;1365
39636264;23824127;;04/07/2020;4150
39637653;66250969;FT-2023-55925;08/07/2023;633
39646728;81280619;FT-2021-88320;08/05/2021;4193
39673392;35999966;FT-2024-12966;22/03/2024;3504
39676590;97274204;FT-2024-93974;05/10/2024;1248
39677232;93430187;FT-2021-04857;24/02/2021;2750
39677255;18953263;FT-2026-60474;27/02/2026;877
39684662;88529456;FT-2023-47210;12/01/2023;2511
39686618;65629657;FT-2024-22830;27/03/2024;1711
39686914;50002086;FT-2021-02922;08/12/2021;5214
39687468;63558823;;07/06/2023;3850
39690000;31354159;FT-2025-41880;23/07/2025;606
39691104;17926609;FT-2023-01570;22/08/2023;3237
39700787;91372143;FT-2022-41201;19/09/2022;3695
39714676;59076341;FT-2024-26368;01/02/2024;2257
39717807;48520232;FT-2021-84277;18/12/2021;4439
39727013;56676650;FT-2024-94409;24/10/2024;4293
39728529;17628397;FT-2024-00990;22/08/2024;2269
39736842;83723861;FT-2024-69587;04/01/2024;3481
39739175;59912165;FT-2023-91659;15/11/2023;4163
39743648;75294471;FT-2025-08364;13/04/2025;2064
39746750;91573415;FT-2021-85135;16/03/2021;679
39754473;30330162;FT-2022-67653;19/09/2022;4408
39762722;19701998;FT-2022-61365;19/02/2022;925
39764015;24593327;FT-2021-22992;31/10/2021;1933
39773882;70849378;FT-2022-44358;30/09/2022;3708
39779311;41080834;FT-2026-88470;19/04/2026;629
39801765;51962342;FT-2021-14584;28/04/2021;1775
39810376;70422325;FT-2022-67513;05/12/2022;258
39820433;41154111;FT-2021-52810;23/03/2021;1604
39825559;54449835;FT-2023-11278;12/10/2023;4852
39826717;97375300;FT-2022-97155;20/05/2022;3091
39830326;94253042;FT-2025-56915;01/10/2025;1646
39835792;28945590;FT-2024-91750;21/06/2024;1206
39849646;14583875;FT-2020-86855;08/12/2020;799
39854181;91636038;FT-2021-32048;20/05/2021;1339
39863821;88273059;FT-2025-24359;12/10/2025;2886
39865007;94070946;FT-2024-29907;03/04/2024;3718
39875784;65019354;FT-2024-97617;05/01/2024;686
39882417;54966390;FT-2020-98609;30/09/2020;1625
39882645;14711671;FT-2021-07204;08/04/2021;2962
39884727;37701154;;30/03/2022;3893
39885613;51862104;FT-2022-44832;13/02/2022;4074
39886267;40103105;FT-2021-02047;27/11/2021;4944
39892170;58586239;;22/06/2023;3813
39894289;84578351;FT-2025-81972;21/02/2025;2019
39902907;71977317;FT-2023-67057;24/03/2023;693
39903742;13597177;FT-2022-39909;01/02/2022;3155
39905408;81547595;FT-2020-91890;28/09/2020;4268
39911955;46465333;FT-2024-89607;23/04/2024;750
39917480;52246406;FT-2023-88763;27/02/2023;2156
39920674;80062795;FT-2023-55073;28/10/2023;705
39922418;62175585;FT-2021-57005;29/11/2021;3992
39928062;37814695;FT-2022-96052;30/11/2022;749
39932434;97807202;FT-2020-25947;25/08/2020;4124
39937660;10167618;FT-2023-04161;18/06/2023;1952
39940882;27884795;FT-2021-08755;26/10/2021;4212
39946673;67002720;FT-2024-25825;17/09/2024;3052
39955660;59121516;FT-2023-40968;12/01/2023;904
39959674;99715273;FT-2021-56411;02/12/2021;4986
39959996;49567844;;05/09/2024;3144
39965224;84867948;FT-2024-28371;24/07/2024;2492
39965658;12480855;FT-2025-11547;11/07/2025;574
39982908;28445766;FT-2023-66512;28/04/2023;6049
39992513;78827697;FT-2021-01571;04/07/2021;4679
40000908;93908470;;21/03/2021;2592
40007271;67355481;FT-2024-86556;20/05/2024;5344
40010453;30388065;;16/05/2023;3668
40017925;31185723;FT-2024-31874;22/06/2024;494
40017935;61660323;FT-2025-13685;21/06/2025;3134
40019115;51585537;FT-2022-03306;16/12/2022;4149
40022021;42643095;FT-2023-69484;17/06/2023;350
40036896;62658728;FT-2022-81111;22/01/2022;3040
40042756;55443441;FT-2023-59992;28/09/2023;2363
40049927;75461253;FT-2024-58740;17/09/2024;1921
40050550;62644582;FT-2024-43169;10/10/2024;3059
40059553;74578655;FT-2024-04804;27/05/2024;1777
40061747;35478009;FT-2024-47458;19/03/2024;5156
40064699;77763831;FT-2021-66020;22/01/2021;2747
40084543;13172113;;29/04/2024;4188
40086928;16611262;FT-2022-59079;08/11/2022;2550
40087742;52245641;;28/06/2022;3833
40090867;68624150;FT-2022-88549;16/05/2022;3954
40097643;17941932;FT-2023-80249;16/02/2023;4036
40102559;28676610;FT-2022-35703;24/05/2022;2764
40109010;47239504;FT-2021-98923;28/08/2021;4790
40110032;90100623;FT-2020-17546;11/11/2020;3352
40113226;42945625;FT-2023-38174;30/08/2023;3869
40120279;46948112;;02/01/2025;4299
40121132;43468007;FT-2022-94307;05/12/2022;3349
40122092;17869576;FT-2022-39981;09/01/2022;3207
40128250;57082317;FT-2021-62231;03/11/2021;4529
40129929;92709081;FT-2023-95605;31/12/2023;5128
40139021;50273201;FT-2021-15431;12/09/2021;191
40140988;76183067;FT-2021-89733;27/11/2021;4674
40142370;43173936;;05/12/2022;2861
40148601;80140052;FT-2025-50229;07/04/2025;487
40148863;62977601;FT-2022-88530;02/12/2022;2769
40155926;60254972;FT-2023-57543;01/04/2023;1190
40166893;57082723;FT-2024-80752;11/01/2024;4506
40169121;35461684;FT-2023-57628;17/05/2023;2286
40172006;97363149;FT-2023-50018;28/05/2023;1446
40173963;18970649;FT-2022-14687;19/10/2022;2441
40177711;85374057;FT-2021-76100;07/04/2021;1225
40181645;97047966;;10/05/2024;2593
40185574;82846392;FT-2020-09513;04/11/2020;2075
40188904;75975954;FT-2024-97920;22/03/2024;1674
40189368;49979927;FT-2022-68699;30/05/2022;4325
40194277;94997957;;02/03/2022;3298
40194960;13264525;FT-2025-83068;21/01/2025;4635
40196598;34109881;FT-2023-39678;12/11/2023;4979
40196627;24290018;FT-2025-27537;28/01/2025;4541
40199477;66286078;FT-2023-59166;22/03/2023;4141
40206755;47638821;FT-2023-57695;29/01/2023;2975
40212482;11333443;FT-2025-87190;03/07/2025;4706
40214498;90265893;FT-2023-42040;05/01/2023;742
40218703;24978266;FT-2022-35949;16/02/2022;4674
40231269;99509059;FT-2022-29054;27/12/2022;3896
40234783;46947493;FT-2024-03672;16/02/2024;2233
40237666;27502413;FT-2021-28747;14/07/2021;3900
40238398;78179300;;29/01/2026;2650
40240267;54477250;FT-2025-42818;20/12/2025;2368
40242741;25594284;FT-2023-55960;08/08/2023;1059
40250839;79804204;FT-2022-82248;05/10/2022;2656
40258788;91608557;;21/02/2021;2673
40267573;31189684;FT-2023-78858;25/07/2023;4748
40271247;78212235;;13/04/2024;3272
40293295;30360816;FT-2023-62979;27/02/2023;2257
40298786;26356407;FT-2022-53799;27/04/2022;444
40299118;50293634;;17/04/2021;3958
40301311;31529108;FT-2025-79642;24/02/2025;4127
40301527;86038597;FT-2025-96540;03/03/2025;2503
40302146;66519825;;02/01/2023;3871
40305896;26094391;;09/06/2023;2939
40306129;27502413;FT-2022-24499;18/04/2022;4298
40308260;84223322;;31/05/2023;6092
40322976;59444076;FT-2024-66981;12/10/2024;1664
40326002;70413482;FT-2021-79963;31/07/2021;2175
40326762;71499094;;03/07/2022;3352
40327618;54829435;FT-2022-62671;15/12/2022;6591
40331993;75951120;FT-2022-06633;22/09/2022;2738
40337153;12570162;FT-2020-03087;08/08/2020;4904
40339300;58739610;FT-2022-43548;17/05/2022;3381
40343133;71443575;;15/01/2024;1315
40344673;99162441;FT-2020-24744;10/05/2020;3394
40347288;43872205;FT-2023-43532;25/05/2023;3330
40347680;46062290;FT-2021-62467;13/07/2021;3142
40348981;32719260;;19/08/2022;2829
40352693;53594882;FT-2021-84947;20/12/2021;1921
40353627;70167449;FT-2023-90706;29/01/2023;4158
40357974;14687506;FT-2023-43460;14/09/2023;2874
40367220;55557663;FT-2023-69182;09/07/2023;3116
40367655;90265893;FT-2023-49467;06/03/2023;693
40370626;71789320;FT-2025-62688;07/02/2025;4519
40378595;87533126;FT-2025-30461;09/04/2025;4322
40384982;22482554;FT-2023-14415;19/05/2023;3593
40387608;58413768;FT-2021-57061;18/05/2021;4476
40390790;98816711;FT-2023-32189;12/05/2023;4589
40399304;90374738;FT-2022-07034;05/01/2022;2308
40400370;11289348;FT-2023-15900;11/07/2023;4637
40404309;30948413;FT-2021-55358;29/06/2021;426
40417376;18293850;FT-2022-86162;20/12/2022;1151
40419333;25350696;FT-2023-32136;09/01/2023;948
40423933;61790864;;30/01/2021;4865
40428860;85376445;FT-2021-85975;27/06/2021;2506
40429764;60375480;FT-2025-01319;29/06/2025;4058
40433251;27340242;FT-2023-06679;01/05/2023;706
40435783;90702729;FT-2022-91618;16/04/2022;1959
40442252;81038919;;12/06/2022;4384
40444721;27393396;FT-2021-70213;29/09/2021;2004
40452539;85250074;FT-2022-28780;03/07/2022;681
40454769;48267586;FT-2022-97058;11/07/2022;2650
40455913;85240033;FT-2020-03326;23/06/2020;3379
40460602;85826762;FT-2024-71550;05/11/2024;2558
40462348;21102867;;28/01/2021;1496
40462788;62549206;FT-2023-51851;12/05/2023;5024
40466292;63690261;FT-2022-33536;24/04/2022;3933
40477536;41154111;FT-2021-17862;22/01/2021;1564
40478481;37683527;FT-2025-41032;02/12/2025;405
40478584;61562779;FT-2025-35237;10/02/2025;3562
40479433;91083583;FT-2022-98631;31/07/2022;733
40483491;18122681;FT-2024-43384;06/02/2024;1440
40484034;48404608;FT-2023-68926;09/04/2023;3994
40487282;44557999;FT-2022-81988;09/01/2022;4775
40495464;81740034;;11/11/2024;2914
40498631;61588863;FT-2025-85282;10/01/2025;2137
40502026;41351823;FT-2023-72513;07/03/2023;3390
40504574;92092257;FT-2021-20815;31/10/2021;5864
40504705;68684196;FT-2023-64250;14/07/2023;5419
40505617;42353933;FT-2021-96160;28/07/2021;1065
40507043;73914183;FT-2024-43609;24/04/2024;4469
40513393;64585835;FT-2024-47780;14/11/2024;1654
40515282;29736654;FT-2025-89668;24/03/2025;297
40515919;72174596;FT-2021-07245;29/10/2021;4863
40520862;53269834;;18/07/2023;4559
40521076;25482700;FT-2023-03432;02/06/2023;2538
40526759;10617413;;14/11/2024;4547
40526771;42519901;FT-2020-10732;28/02/2020;3714
40527228;43913732;FT-2024-41082;14/10/2024;2111
40535966;15717532;FT-2022-17845;10/02/2022;3889
40548290;21312901;;22/10/2023;2653
40553132;69070554;FT-2023-71228;04/05/2023;3916
40555431;28341000;FT-2025-73323;09/03/2025;2889
40572298;88498084;FT-2022-51933;26/02/2022;4599
40572480;94440889;FT-2025-91124;13/03/2025;2512
40581542;70633991;FT-2021-99651;14/10/2021;4884
40584285;87169472;FT-2023-35511;04/04/2023;1874
40585323;97287431;FT-2024-25907;14/04/2024;3891
40590193;50658387;FT-2022-54013;08/06/2022;863
40614268;14747648;;21/02/2024;4030
40616197;12570162;FT-2022-24193;28/06/2022;5947
40618759;65245787;FT-2022-11989;07/12/2022;3074
40629106;42961512;FT-2022-60135;23/08/2022;2295
40638944;96706632;FT-2021-09535;20/10/2021;4728
40639884;42945625;FT-2023-50770;22/11/2023;4133
40640539;40103105;FT-2021-94951;05/09/2021;4763
40646701;74613684;FT-2025-98666;08/08/2025;497
40650701;75818981;;17/08/2022;4230
40660939;96604747;FT-2022-51067;26/11/2022;2184
40674905;75951120;;18/02/2022;2614
40680243;33347040;FT-2025-57351;04/06/2025;2936
40682405;17392002;FT-2024-61559;04/05/2024;3465
40689808;60850165;FT-2025-28851;10/04/2025;740
40697640;26051917;;09/08/2020;3064
40703589;34271618;FT-2024-92021;17/06/2024;3413
40704375;83977406;FT-2023-30789;28/03/2023;1095
40705291;27911006;FT-2023-25609;05/10/2023;3206
40708250;60713806;FT-2025-72224;02/03/2025;4014
40729656;24448896;FT-2024-89945;18/10/2024;1178
40731303;50266502;FT-2023-68314;30/03/2023;4332
40734814;36093106;FT-2025-88353;15/02/2025;1282
40736095;66213721;FT-2023-60780;20/04/2023;3374
40737653;47884437;FT-2022-19372;20/05/2022;985
40745574;79804204;FT-2023-85293;01/03/2023;2982
40755561;54829435;FT-2022-52096;22/08/2022;6252
40757876;66490132;FT-2023-02408;10/08/2023;1723
40758592;44849267;FT-2024-46647;19/03/2024;4409
40759419;83986221;;24/12/2022;3334
40763185;44864518;FT-2023-21114;30/03/2023;2760
40768219;43099000;FT-2023-24903;21/04/2023;3937
40771638;27454693;;08/01/2024;4185
40774049;91573415;;25/01/2021;507
40780555;16903311;FT-2020-92115;16/06/2020;4922
40796616;49416674;FT-2020-05136;06/12/2020;2001
40809056;43406201;FT-2024-82079;30/08/2024;1443
40810999;86448676;FT-2023-92482;14/05/2023;677
40814248;22538078;FT-2022-42016;20/07/2022;1885
40817170;49190566;FT-2023-84131;04/12/2023;1904
40820618;35080046;;16/07/2022;3920
40837668;74267302;FT-2022-65300;22/06/2022;3596
40838087;60034522;FT-2022-89027;26/01/2022;5041
40847014;36176072;FT-2023-33019;03/01/2023;3866
40848391;90100623;FT-2021-79615;13/08/2021;3283
40849324;96726021;;02/07/2022;3682
40855627;56764281;FT-2021-60146;27/12/2021;4148
40861473;41380049;;11/01/2026;2198
40865387;60566588;FT-2022-12274;31/03/2022;2788
40877059;78627036;FT-2023-83492;04/02/2023;590
40878250;59977917;FT-2026-91450;27/03/2026;366
40896658;53511026;FT-2023-57717;14/01/2023;1797
40914893;15808140;FT-2022-20690;14/06/2022;1893
40921320;44798529;FT-2023-90419;02/12/2023;3028
40924343;79000191;;13/03/2025;1857
40926760;57873002;FT-2023-52202;21/09/2023;1519
40928373;56491111;FT-2020-43344;23/06/2020;1097
40931209;24478674;FT-2021-23189;31/12/2021;2632
40935695;79901398;;02/07/2022;4110
40936079;55443441;FT-2023-64325;23/10/2023;2276
