NUMERO;DATA;IMPONIBILE;IVA;TOTALE
FT-2021-04813;21/10/2021;10591.29;2330.08;12921.37
FT-2021-04824;05/04/2021;2063.87;454.05;2517.92
FT-2021-04839;09/05/2021;11133.06;2449.27;13582.33
FT-2021-04857;27/02/2021;5084.79;1118.65;6203.44
FT-2021-04899;29/08/2021;5552.84;1221.62;6774.46
FT-2021-04934;08/09/2021;4979.19;1095.42;6074.61
FT-2021-04938;27/11/2021;5865.20;1290.34;7155.54
FT-2021-04959;04/07/2021;5294.85;1164.87;6459.72
FT-2021-05016;07/04/2021;10299.18;2265.82;12565.00
FT-2021-05056;20/05/2021;1870.74;411.56;2282.30
FT-2021-05089;29/01/2021;7241.89;1593.22;8835.11
FT-2021-05093;22/11/2021;7260.32;1597.27;8857.59
FT-2021-05121;28/09/2021;7088.09;1559.38;8647.47
FT-2021-05139;13/06/2021;5482.07;1206.06;6688.13
FT-2021-05167;01/05/2021;11505.31;2531.17;14036.48
FT-2021-05197;03/01/2021;1980.96;435.81;2416.77
FT-2021-05219;12/12/2021;8807.42;1937.63;10745.05
FT-2021-05226;06/04/2021;1496.29;329.18;1825.47
FT-2021-05246;27/04/2021;8055.65;1772.24;9827.89
FT-2021-05325;17/06/2021;1239.16;272.62;1511.78
FT-2021-05342;30/06/2021;1882.61;414.17;2296.78
FT-2021-05402;03/12/2021;4583.80;1008.44;5592.24
FT-2021-05412;24/11/2021;10148.46;2232.66;12381.12
FT-2021-05430;12/12/2021;4026.89;885.92;4912.81
FT-2021-05439;01/04/2021;5865.26;1290.36;7155.62
FT-2021-05545;26/11/2021;8454.57;1860.01;10314.58
FT-2021-05553;23/11/2021;6149.33;1352.85;7502.18
FT-2021-05637;04/10/2021;2593.81;570.64;3164.45
FT-2021-05792;15/12/2021;4030.76;886.77;4917.53
FT-2021-05830;12/01/2021;2171.22;477.67;2648.89
FT-2021-05860;15/06/2021;3855.77;848.27;4704.04
FT-2021-05970;01/12/2021;5566.26;1224.58;6790.84
FT-2021-06011;13/12/2021;8304.04;1826.89;10130.93
FT-2021-06046;19/07/2021;8379.16;1843.42;10222.58
FT-2021-06105;26/01/2021;8672.58;1907.97;10580.55
FT-2021-06108;05/01/2022;4924.35;1083.36;6007.71
FT-2021-06228;17/07/2021;10972.20;2413.88;13386.08
FT-2021-06245;20/06/2021;6994.58;1538.81;8533.39
FT-2021-06248;03/01/2022;9499.40;2089.87;11589.27
FT-2021-06275;06/04/2021;1326.10;291.74;1617.84
FT-2021-06293;14/11/2021;5935.99;1305.92;7241.91
FT-2021-06367;21/04/2021;12831.59;2822.95;15654.54
FT-2021-06370;25/10/2021;3830.75;842.76;4673.51
FT-2021-06417;21/02/2021;3249.18;714.82;3964.00
FT-2021-06428;21/04/2021;7106.06;1563.33;8669.39
FT-2021-06497;04/10/2021;13179.64;2899.52;16079.16
FT-2021-06517;14/02/2021;1976.90;434.92;2411.82
FT-2021-06531;10/08/2021;7509.55;1652.10;9161.65
FT-2021-06561;01/12/2021;5784.98;1272.70;7057.68
FT-2021-06593;10/02/2021;1866.40;410.61;2277.01
FT-2021-06598;30/05/2021;9807.27;2157.60;11964.87
FT-2021-06640;13/09/2021;4051.08;891.24;4942.32
FT-2021-06681;15/04/2021;1614.71;355.24;1969.95
FT-2021-06698;03/12/2021;4474.94;984.49;5459.43
FT-2021-06706;01/11/2021;1245.18;273.94;1519.12
FT-2021-06717;19/09/2021;8296.37;1825.20;10121.57
FT-2021-06769;08/09/2021;15472.34;3403.91;18876.25
FT-2021-06788;30/12/2021;7851.84;1727.40;9579.24
FT-2021-06842;10/02/2021;7876.00;1732.72;9608.72
FT-2021-06859;24/09/2021;16387.18;3605.18;19992.36
FT-2021-06920;15/07/2021;3113.53;684.98;3798.51
FT-2021-07116;11/09/2021;3661.61;805.55;4467.16
FT-2021-07154;13/12/2021;8189.48;1801.69;9991.17
FT-2021-07169;02/10/2021;3743.41;823.55;4566.96
FT-2021-07175;16/08/2021;9975.47;2194.60;12170.07
FT-2021-07186;03/09/2021;3493.85;768.65;4262.50
FT-2021-07204;16/04/2021;5355.76;1178.27;6534.03
FT-2021-07224;13/09/2021;6025.51;1325.61;7351.12
FT-2021-07245;01/11/2021;11387.91;2505.34;13893.25
FT-2021-07279;25/12/2021;8769.14;1929.21;10698.35
FT-2021-07293;30/09/2021;2183.67;480.41;2664.08
FT-2021-07311;17/04/2021;10348.56;2276.68;12625.24
FT-2021-07318;16/04/2021;3877.34;853.01;4730.35
FT-2021-07418;08/09/2021;9808.76;2157.93;11966.69
FT-2021-07422;27/05/2021;11483.62;2526.40;14010.02
FT-2021-07427;23/08/2021;5553.79;1221.83;6775.62
FT-2021-07430;19/12/2021;4031.15;886.85;4918.00
FT-2021-07483;04/04/2021;12370.10;2721.42;15091.52
FT-2021-07520;17/07/2021;6299.19;1385.82;7685.01
FT-2021-07540;19/12/2021;9122.42;2006.93;11129.35
FT-2021-07544;12/07/2021;15730.54;3460.72;19191.26
FT-2021-07600;31/07/2021;8721.29;1918.68;10639.97
FT-2021-07620;29/03/2021;6714.33;1477.15;8191.48
FT-2021-07626;29/09/2021;15279.09;3361.40;18640.49
FT-2021-07637;25/03/2021;15305.18;3367.14;18672.32
FT-2021-07673;12/11/2021;5884.14;1294.51;7178.65
FT-2021-07715;09/10/2021;12019.86;2644.37;14664.23
FT-2021-07736;06/12/2021;3848.46;846.66;4695.12
FT-2021-07764;16/10/2021;2319.99;510.40;2830.39
FT-2021-07768;08/07/2021;1732.55;381.16;2113.71
FT-2021-07798;12/12/2021;3659.55;805.10;4464.65
FT-2021-07835;03/03/2021;2986.45;657.02;3643.47
FT-2021-07861;08/09/2021;9767.24;2148.79;11916.03
FT-2021-07910;16/12/2021;4034.81;887.66;4922.47
FT-2021-08011;31/07/2021;4921.04;1082.63;6003.67
FT-2021-08033;17/07/2021;12924.83;2843.46;15768.29
FT-2021-08068;14/04/2021;11944.49;2627.79;14572.28
FT-2021-08133;01/08/2021;15504.42;3410.97;18915.39
FT-2021-08151;28/10/2021;8056.98;1772.54;9829.52
FT-2021-08163;30/09/2021;10981.46;2415.92;13397.38
FT-2021-08266;24/01/2021;1846.40;406.21;2252.61
FT-2021-08281;05/03/2021;15600.38;3432.08;19032.46
FT-2021-08308;29/11/2021;2899.45;637.88;3537.33
FT-2021-08336;20/03/2021;5170.00;1137.40;6307.40
FT-2021-08354;23/03/2021;7361.76;1619.59;8981.35
FT-2021-08413;24/03/2021;1455.84;320.28;1776.12
FT-2021-08452;28/03/2021;2815.20;619.34;3434.54
FT-2021-08474;11/07/2021;9402.25;2068.49;11470.74
FT-2021-08609;01/07/2021;5576.73;1226.88;6803.61
FT-2021-08612;04/12/2021;13568.99;2985.18;16554.17
FT-2021-08674;19/07/2021;5668.56;1247.08;6915.64
FT-2021-08686;28/08/2021;4785.17;1052.74;5837.91
FT-2021-08708;30/11/2021;14258.96;3136.97;17395.93
FT-2021-08724;26/05/2021;6379.99;1403.60;7783.59
FT-2021-08755;28/10/2021;7786.99;1713.14;9500.13
FT-2021-08826;13/05/2021;3907.42;859.63;4767.05
FT-2021-08830;14/11/2021;1536.58;338.05;1874.63
FT-2021-08833;18/12/2021;13847.48;3046.45;16893.93
FT-2021-08842;06/12/2021;7702.67;1694.59;9397.26
FT-2021-08861;04/09/2021;7463.94;1642.07;9106.01
FT-2021-08924;26/12/2021;4563.92;1004.06;5567.98
FT-2021-08939;15/11/2021;15300.05;3366.01;18666.06
FT-2021-08944;04/07/2021;5739.30;1262.65;7001.95
FT-2021-09032;09/03/2021;3717.74;817.90;4535.64
FT-2021-09045;13/12/2021;11898.95;2617.77;14516.72
FT-2021-09049;28/06/2021;12299.20;2705.82;15005.02
FT-2021-09054;17/09/2021;1209.23;266.03;1475.26
FT-2021-09087;16/09/2021;10904.24;2398.93;13303.17
FT-2021-09159;08/10/2021;4700.23;1034.05;5734.28
FT-2021-09163;09/12/2021;8199.96;1803.99;10003.95
FT-2021-09179;14/03/2021;6614.04;1455.09;8069.13
FT-2021-09235;28/07/2021;3895.92;857.10;4753.02
FT-2021-09269;20/03/2021;2947.19;648.38;3595.57
FT-2021-09277;13/11/2021;4937.78;1086.31;6024.09
FT-2021-09283;28/11/2021;9658.99;2124.98;11783.97
FT-2021-09284;02/05/2021;8199.61;1803.91;10003.52
FT-2021-09302;25/03/2021;10089.05;2219.59;12308.64
FT-2021-09354;02/06/2021;3795.57;835.03;4630.60
FT-2021-09408;02/06/2021;4128.95;908.37;5037.32
FT-2021-09470;10/04/2021;15404.62;3389.02;18793.64
FT-2021-09482;21/03/2021;9066.25;1994.58;11060.83
FT-2021-09535;28/10/2021;7156.36;1574.40;8730.76
FT-2021-09542;20/08/2021;2331.71;512.98;2844.69
FT-2021-09549;21/06/2021;8192.22;1802.29;9994.51
FT-2021-09551;20/12/2021;3052.45;671.54;3723.99
FT-2021-09639;17/08/2021;8854.39;1947.97;10802.36
FT-2021-09709;13/06/2021;1211.75;266.58;1478.33
FT-2021-09734;28/06/2021;3432.07;755.06;4187.13
FT-2021-09780;14/11/2021;5186.03;1140.93;6326.96
FT-2021-09845;03/10/2021;7443.13;1637.49;9080.62
FT-2021-09894;26/08/2021;9001.63;1980.36;10981.99
FT-2021-09911;04/12/2021;5164.22;1136.13;6300.35
FT-2021-09929;23/10/2021;4000.48;880.11;4880.59
FT-2021-10011;08/04/2021;12037.41;2648.23;14685.64
FT-2021-10083;27/10/2021;7233.63;1591.40;8825.03
FT-2021-10097;29/07/2021;14102.61;3102.57;17205.18
FT-2021-10111;29/11/2021;3337.77;734.31;4072.08
FT-2021-10147;11/12/2021;6765.95;1488.51;8254.46
FT-2021-10151;16/09/2021;6222.28;1368.90;7591.18
FT-2021-10168;13/08/2021;2132.04;469.05;2601.09
FT-2021-10222;21/05/2021;5299.33;1165.85;6465.18
FT-2021-10224;28/07/2021;9177.09;2018.96;11196.05
FT-2021-10287;21/06/2021;9731.41;2140.91;11872.32
FT-2021-10342;27/07/2021;5795.52;1275.01;7070.53
FT-2021-10392;06/10/2021;10668.97;2347.17;13016.14
FT-2021-10416;13/06/2021;4955.06;1090.11;6045.17
FT-2021-10435;07/09/2021;9732.54;2141.16;11873.70
FT-2021-10453;24/05/2021;2891.93;636.22;3528.15
FT-2021-10505;15/07/2021;5743.06;1263.47;7006.53
FT-2021-10569;20/01/2021;10373.96;2282.27;12656.23
FT-2021-10580;03/06/2021;3806.59;837.45;4644.04
FT-2021-10768;04/12/2021;2698.38;593.64;3292.02
FT-2021-10771;02/06/2021;1119.10;246.20;1365.30
FT-2021-10775;06/07/2021;1538.30;338.43;1876.73
FT-2021-10779;08/02/2021;888.31;195.43;1083.74
FT-2021-10839;12/12/2021;1500.23;330.05;1830.28
FT-2021-10974;21/09/2021;13621.10;2996.64;16617.74
FT-2021-11045;31/08/2021;6088.58;1339.49;7428.07
FT-2021-11059;06/01/2022;8596.71;1891.28;10487.99
FT-2021-11080;09/12/2021;4709.16;1036.02;5745.18
FT-2021-11085;06/01/2022;6787.76;1493.31;8281.07
FT-2021-11091;25/11/2021;4570.20;1005.44;5575.64
FT-2021-11110;07/06/2021;624.93;137.48;762.41
FT-2021-11178;21/06/2021;4173.30;918.13;5091.43
FT-2021-11194;01/12/2021;8214.35;1807.16;10021.51
FT-2021-11254;06/12/2021;9128.47;2008.26;11136.73
FT-2021-11360;06/03/2021;3545.48;780.01;4325.49
FT-2021-11367;15/09/2021;6394.28;1406.74;7801.02
FT-2021-11381;04/01/2022;11237.62;2472.28;13709.90
FT-2021-11397;11/12/2021;7964.47;1752.18;9716.65
FT-2021-11406;23/03/2021;4821.55;1060.74;5882.29
FT-2021-11425;13/03/2021;12379.86;2723.57;15103.43
FT-2021-11427;21/08/2021;5129.91;1128.58;6258.49
FT-2021-11433;03/03/2021;6544.37;1439.76;7984.13
FT-2021-11485;27/06/2021;9022.02;1984.84;11006.86
FT-2021-11500;22/07/2021;3775.00;830.50;4605.50
FT-2021-11501;06/09/2021;7321.31;1610.69;8932.00
FT-2021-11535;06/11/2021;1692.41;372.33;2064.74
FT-2021-11546;24/10/2021;3411.55;750.54;4162.09
FT-2021-11558;04/08/2021;4205.59;925.23;5130.82
FT-2021-11605;08/06/2021;11377.24;2502.99;13880.23
FT-2021-11726;27/05/2021;12878.44;2833.26;15711.70
FT-2021-11758;26/01/2021;8689.36;1911.66;10601.02
FT-2021-11815;27/09/2021;6110.10;1344.22;7454.32
FT-2021-11817;21/05/2021;11598.72;2551.72;14150.44
FT-2021-11820;06/12/2021;4474.03;984.29;5458.32
FT-2021-11826;12/08/2021;6356.21;1398.37;7754.58
FT-2021-11857;20/07/2021;10442.73;2297.40;12740.13
FT-2021-11924;25/12/2021;3153.57;693.79;3847.36
FT-2021-11937;22/08/2021;6744.61;1483.81;8228.42
FT-2021-11981;18/06/2021;14525.98;3195.72;17721.70
FT-2021-11988;31/12/2021;14381.01;3163.82;17544.83
FT-2021-12106;05/08/2021;10579.12;2327.41;12906.53
FT-2021-12141;05/03/2021;4929.00;1084.38;6013.38
FT-2021-12148;22/12/2021;3339.45;734.68;4074.13
FT-2021-12162;06/02/2021;5641.37;1241.10;6882.47
FT-2021-12199;20/12/2021;6478.54;1425.28;7903.82
FT-2021-12201;10/05/2021;5004.63;1101.02;6105.65
FT-2021-12280;03/07/2021;3351.57;737.35;4088.92
FT-2021-12321;20/12/2021;734.46;161.58;896.04
FT-2021-12326;18/07/2021;9462.61;2081.77;11544.38
FT-2021-12387;05/09/2021;4753.07;1045.68;5798.75
FT-2021-12401;11/05/2021;4887.16;1075.18;5962.34
FT-2021-12437;22/08/2021;14070.95;3095.61;17166.56
FT-2021-12439;30/01/2021;4291.56;944.14;5235.70
FT-2021-12462;12/09/2021;10270.38;2259.48;12529.86
FT-2021-12490;11/04/2021;2743.70;603.61;3347.31
FT-2021-12503;29/05/2021;3697.10;813.36;4510.46
FT-2021-12517;25/01/2021;4397.01;967.34;5364.35
FT-2021-12520;15/06/2021;3485.61;766.83;4252.44
FT-2021-12524;01/12/2021;3539.24;778.63;4317.87
FT-2021-12591;15/02/2021;14034.75;3087.64;17122.39
FT-2021-12658;08/07/2021;4002.48;880.55;4883.03
FT-2021-12730;27/09/2021;6753.88;1485.85;8239.73
FT-2021-12778;09/06/2021;536.08;117.94;654.02
FT-2021-12790;15/05/2021;5597.93;1231.54;6829.47
FT-2021-12829;11/10/2021;7732.23;1701.09;9433.32
FT-2021-12834;22/08/2021;5368.21;1181.01;6549.22
FT-2021-12886;09/10/2021;4469.04;983.19;5452.23
FT-2021-12924;07/04/2021;5497.14;1209.37;6706.51
FT-2021-12950;30/08/2021;9871.04;2171.63;12042.67
FT-2021-13087;15/02/2021;6159.56;1355.10;7514.66
FT-2021-13103;06/07/2021;3088.04;679.37;3767.41
FT-2021-13148;11/11/2021;3915.34;861.37;4776.71
FT-2021-13203;20/01/2021;2928.07;644.18;3572.25
FT-2021-13236;13/06/2021;4906.10;1079.34;5985.44
FT-2021-13256;01/04/2021;4001.37;880.30;4881.67
FT-2021-13282;29/12/2021;5878.74;1293.32;7172.06
FT-2021-13330;13/12/2021;3043.10;669.48;3712.58
FT-2021-13341;23/04/2021;3969.64;873.32;4842.96
FT-2021-13343;18/05/2021;1459.41;321.07;1780.48
FT-2021-13352;26/12/2021;4754.55;1046.00;5800.55
FT-2021-13417;08/08/2021;2952.99;649.66;3602.65
FT-2021-13459;17/12/2021;2149.49;472.89;2622.38
FT-2021-13481;07/11/2021;10647.81;2342.52;12990.33
FT-2021-13485;02/12/2021;4974.89;1094.48;6069.37
FT-2021-13508;01/10/2021;6503.13;1430.69;7933.82
FT-2021-13528;26/08/2021;8105.30;1783.17;9888.47
FT-2021-13578;05/11/2021;8980.11;1975.62;10955.73
FT-2021-13619;24/10/2021;5652.92;1243.64;6896.56
FT-2021-13623;10/06/2021;8702.89;1914.64;10617.53
FT-2021-13690;04/02/2021;4022.72;885.00;4907.72
FT-2021-13709;11/03/2021;9611.79;2114.59;11726.38
FT-2021-13744;24/06/2021;5669.44;1247.28;6916.72
FT-2021-13954;02/12/2021;7260.41;1597.29;8857.70
FT-2021-13958;28/11/2021;7139.78;1570.75;8710.53
FT-2021-13969;06/03/2021;11715.44;2577.40;14292.84
FT-2021-13988;09/09/2021;6626.29;1457.78;8084.07
FT-2021-14004;26/01/2021;6292.70;1384.39;7677.09
FT-2021-14105;11/07/2021;645.06;141.91;786.97
FT-2021-14115;14/09/2021;5227.43;1150.03;6377.46
FT-2021-14184;07/09/2021;8193.65;1802.60;9996.25
FT-2021-14194;16/05/2021;802.27;176.50;978.77
FT-2021-14230;21/06/2021;2982.70;656.19;3638.89
FT-2021-14235;17/04/2021;11576.69;2546.87;14123.56
FT-2021-14309;13/05/2021;4239.34;932.65;5171.99
FT-2021-14315;06/05/2021;2103.66;462.81;2566.47
FT-2021-14484;18/12/2021;13050.47;2871.10;15921.57
FT-2021-14505;22/08/2021;4874.01;1072.28;5946.29
FT-2021-14537;08/03/2021;13168.76;2897.13;16065.89
FT-2021-14570;04/03/2021;1033.11;227.28;1260.39
FT-2021-14573;11/08/2021;11040.77;2428.97;13469.74
FT-2021-14580;21/10/2021;11288.45;2483.46;13771.91
FT-2021-14584;03/05/2021;5416.99;1191.74;6608.73
FT-2021-14646;06/08/2021;3520.94;774.61;4295.55
FT-2021-14659;19/03/2021;10827.80;2382.12;13209.92
FT-2021-14682;14/10/2021;6374.24;1402.33;7776.57
FT-2021-14704;22/05/2021;3613.71;795.02;4408.73
FT-2021-14723;01/04/2021;10837.40;2384.23;13221.63
FT-2021-14729;25/10/2021;3125.89;687.70;3813.59
FT-2021-14744;14/08/2021;11747.80;2584.52;14332.32
FT-2021-14773;15/09/2021;1726.83;379.90;2106.73
FT-2021-14799;05/12/2021;605.48;133.21;738.69
FT-2021-14829;03/08/2021;8555.57;1882.23;10437.80
FT-2021-14849;28/08/2021;4514.92;993.28;5508.20
FT-2021-14881;01/12/2021;7058.24;1552.81;8611.05
FT-2021-14886;31/03/2021;853.35;187.74;1041.09
FT-2021-14958;21/10/2021;2040.53;448.92;2489.45
FT-2021-14972;05/10/2021;5465.31;1202.37;6667.68
FT-2021-14992;03/12/2021;2318.76;510.13;2828.89
FT-2021-14997;08/06/2021;10920.05;2402.41;13322.46
FT-2021-15005;21/06/2021;3510.99;772.42;4283.41
FT-2021-15008;05/01/2022;9035.37;1987.78;11023.15
FT-2021-15048;11/11/2021;3714.03;817.09;4531.12
FT-2021-15052;20/01/2021;10467.71;2302.90;12770.61
FT-2021-15056;03/10/2021;7090.18;1559.84;8650.02
FT-2021-15095;29/11/2021;10690.50;2351.91;13042.41
FT-2021-15127;22/08/2021;8340.34;1834.87;10175.21
FT-2021-15147;25/06/2021;10717.52;2357.85;13075.37
FT-2021-15179;17/11/2021;12246.81;2694.30;14941.11
FT-2021-15198;22/03/2021;3375.51;742.61;4118.12
FT-2021-15219;07/10/2021;4781.47;1051.92;5833.39
FT-2021-15271;05/11/2021;1439.09;316.60;1755.69
FT-2021-15293;07/08/2021;3852.07;847.46;4699.53
FT-2021-15317;16/12/2021;2700.58;594.13;3294.71
FT-2021-15349;09/10/2021;4464.08;982.10;5446.18
FT-2021-15431;19/09/2021;567.98;124.96;692.94
FT-2021-15434;09/11/2021;9103.54;2002.78;11106.32
FT-2021-15471;07/02/2021;6561.79;1443.59;8005.38
FT-2021-15521;29/09/2021;1535.47;337.80;1873.27
FT-2021-15528;10/09/2021;7400.27;1628.06;9028.33
FT-2021-15577;23/10/2021;1550.07;341.02;1891.09
FT-2021-15579;12/06/2021;3883.05;854.27;4737.32
FT-2021-15603;20/03/2021;2172.32;477.91;2650.23
FT-2021-15610;06/01/2022;7235.80;1591.88;8827.68
FT-2021-15658;12/05/2021;1413.54;310.98;1724.52
FT-2021-15730;30/04/2021;5717.61;1257.87;6975.48
FT-2021-15753;19/06/2021;5221.62;1148.76;6370.38
FT-2021-15782;18/06/2021;4117.65;905.88;5023.53
FT-2021-15864;25/03/2021;1166.98;256.74;1423.72
FT-2021-15961;09/08/2021;8110.74;1784.36;9895.10
FT-2021-15962;28/07/2021;6742.90;1483.44;8226.34
FT-2021-16037;03/11/2021;5713.08;1256.88;6969.96
FT-2021-16042;04/12/2021;11308.43;2487.85;13796.28
FT-2021-16061;08/02/2021;937.98;206.36;1144.34
FT-2021-16080;14/12/2021;11403.77;2508.83;13912.60
FT-2021-16082;11/02/2021;4603.11;1012.68;5615.79
FT-2021-16108;04/02/2021;7953.04;1749.67;9702.71
FT-2021-16111;07/07/2021;7689.92;1691.78;9381.70
FT-2021-16156;15/06/2021;5521.41;1214.71;6736.12
FT-2021-16162;20/08/2021;4016.06;883.53;4899.59
FT-2021-16175;10/07/2021;4611.70;1014.57;5626.27
FT-2021-16252;29/10/2021;3215.63;707.44;3923.07
FT-2021-16299;25/01/2021;8849.83;1946.96;10796.79
FT-2021-16379;26/04/2021;7911.21;1740.47;9651.68
FT-2021-16385;05/12/2021;6721.60;1478.75;8200.35
FT-2021-16429;24/03/2021;7761.93;1707.62;9469.55
FT-2021-16431;24/05/2021;7792.68;1714.39;9507.07
FT-2021-16445;10/02/2021;5264.34;1158.15;6422.49
FT-2021-16449;17/05/2021;2400.20;528.04;2928.24
FT-2021-16465;11/06/2021;4955.72;1090.26;6045.98
FT-2021-16479;17/10/2021;9424.84;2073.46;11498.30
FT-2021-16491;10/04/2021;2820.95;620.61;3441.56
FT-2021-16547;24/04/2021;8534.92;1877.68;10412.60
FT-2021-16567;01/05/2021;12188.59;2681.49;14870.08
FT-2021-16583;25/05/2021;15612.24;3434.69;19046.93
FT-2021-16631;13/05/2021;4883.58;1074.39;5957.97
FT-2021-16647;24/06/2021;3169.22;697.23;3866.45
FT-2021-16654;20/02/2021;3310.58;728.33;4038.91
FT-2021-16661;26/01/2021;1774.52;390.39;2164.91
FT-2021-16690;23/05/2021;17087.95;3759.35;20847.30
FT-2021-16714;26/02/2021;6665.61;1466.43;8132.04
FT-2021-16736;31/08/2021;2933.17;645.30;3578.47
FT-2021-16801;11/08/2021;5705.16;1255.14;6960.30
FT-2021-16831;21/03/2021;11378.42;2503.25;13881.67
FT-2021-16862;25/07/2021;15951.62;3509.36;19460.98
FT-2021-16898;16/06/2021;12980.93;2855.80;15836.73
FT-2021-16967;26/10/2021;6326.46;1391.82;7718.28
FT-2021-16968;11/05/2021;5156.82;1134.50;6291.32
FT-2021-17001;14/05/2021;3486.84;767.10;4253.94
FT-2021-17007;29/12/2021;7701.05;1694.23;9395.28
FT-2021-17009;17/06/2021;2532.28;557.10;3089.38
FT-2021-17015;03/01/2022;9062.11;1993.66;11055.77
FT-2021-17037;04/12/2021;10737.67;2362.29;13099.96
FT-2021-17075;23/01/2021;10964.43;2412.17;13376.60
FT-2021-17104;12/08/2021;12794.74;2814.84;15609.58
FT-2021-17133;24/12/2021;6429.33;1414.45;7843.78
FT-2021-17175;17/02/2021;2631.97;579.03;3211.00
FT-2021-17279;12/03/2021;4287.80;943.32;5231.12
FT-2021-17339;09/11/2021;5852.06;1287.45;7139.51
FT-2021-17416;14/03/2021;7953.45;1749.76;9703.21
FT-2021-17423;24/05/2021;3706.27;815.38;4521.65
FT-2021-17431;09/04/2021;4157.56;914.66;5072.22
FT-2021-17442;08/11/2021;9478.15;2085.19;11563.34
FT-2021-17447;25/03/2021;9258.40;2036.85;11295.25
FT-2021-17530;07/01/2021;7314.80;1609.26;8924.06
FT-2021-17541;23/02/2021;7731.77;1700.99;9432.76
FT-2021-17629;01/03/2021;11463.14;2521.89;13985.03
FT-2021-17691;18/12/2021;8328.22;1832.21;10160.43
FT-2021-17696;05/11/2021;9912.01;2180.64;12092.65
FT-2021-17737;06/12/2021;10126.48;2227.83;12354.31
FT-2021-17751;02/01/2022;1025.32;225.57;1250.89
FT-2021-17769;19/06/2021;1502.24;330.49;1832.73
FT-2021-17772;29/12/2021;688.14;151.39;839.53
FT-2021-17790;11/04/2021;7638.83;1680.54;9319.37
FT-2021-17812;06/04/2021;7267.61;1598.87;8866.48
FT-2021-17818;13/12/2021;1251.10;275.24;1526.34
FT-2021-17862;01/02/2021;3924.35;863.36;4787.71
FT-2021-17865;25/01/2021;14042.56;3089.36;17131.92
FT-2021-17899;25/08/2021;5546.40;1220.21;6766.61
FT-2021-17929;10/06/2021;7188.93;1581.56;8770.49
FT-2021-17930;27/04/2021;6465.72;1422.46;7888.18
FT-2021-17944;14/08/2021;4926.00;1083.72;6009.72
FT-2021-17955;27/04/2021;14424.75;3173.45;17598.20
FT-2021-17956;31/08/2021;6270.41;1379.49;7649.90
FT-2021-17990;21/11/2021;8243.08;1813.48;10056.56
FT-2021-17998;11/01/2021;7485.46;1646.80;9132.26
FT-2021-18020;30/05/2021;10028.61;2206.29;12234.90
FT-2021-18024;18/09/2021;12829.31;2822.45;15651.76
FT-2021-18049;04/09/2021;9849.31;2166.85;12016.16
FT-2021-18062;03/08/2021;11403.34;2508.73;13912.07
FT-2021-18078;23/05/2021;10648.71;2342.72;12991.43
FT-2021-18094;28/09/2021;4044.36;889.76;4934.12
FT-2021-18107;25/02/2021;11813.57;2598.99;14412.56
FT-2021-18117;24/04/2021;8657.86;1904.73;10562.59
FT-2021-18119;09/11/2021;10018.82;2204.14;12222.96
FT-2021-18164;15/04/2021;2896.94;637.33;3534.27
FT-2021-18276;11/12/2021;6056.64;1332.46;7389.10
FT-2021-18277;05/06/2021;4562.07;1003.66;5565.73
FT-2021-18307;04/12/2021;13648.74;3002.72;16651.46
FT-2021-18333;05/04/2021;6459.85;1421.17;7881.02
FT-2021-18354;13/03/2021;2030.33;446.67;2477.00
FT-2021-18382;11/02/2021;6841.95;1505.23;8347.18
FT-2021-18488;22/11/2021;12510.33;2752.27;15262.60
FT-2021-18496;01/12/2021;7962.58;1751.77;9714.35
FT-2021-18525;08/12/2021;5460.23;1201.25;6661.48
FT-2021-18551;29/11/2021;10107.46;2223.64;12331.10
FT-2021-18556;06/05/2021;11133.64;2449.40;13583.04
FT-2021-18663;02/03/2021;15521.86;3414.81;18936.67
FT-2021-18678;09/12/2021;3325.75;731.66;4057.41
FT-2021-18720;19/07/2021;4246.20;934.16;5180.36
FT-2021-18739;22/10/2021;11173.35;2458.14;13631.49
FT-2021-18757;16/10/2021;788.30;173.43;961.73
FT-2021-18759;22/04/2021;4808.71;1057.92;5866.63
FT-2021-18834;21/05/2021;4414.25;971.13;5385.38
FT-2021-18875;30/07/2021;13158.27;2894.82;16053.09
FT-2021-18888;20/03/2021;6210.79;1366.37;7577.16
FT-2021-18915;04/07/2021;6923.10;1523.08;8446.18
FT-2021-18917;30/12/2021;8391.84;1846.20;10238.04
FT-2021-18937;15/04/2021;11515.38;2533.38;14048.76
FT-2021-18948;07/11/2021;3980.01;875.60;4855.61
FT-2021-18973;04/11/2021;1360.41;299.29;1659.70
FT-2021-19006;05/08/2021;767.99;168.96;936.95
FT-2021-19061;15/09/2021;11026.67;2425.87;13452.54
FT-2021-19180;21/04/2021;3119.61;686.31;3805.92
FT-2021-19206;01/08/2021;444.04;97.69;541.73
FT-2021-19243;14/10/2021;6081.88;1338.01;7419.89
FT-2021-19296;13/11/2021;12305.24;2707.15;15012.39
FT-2021-19304;18/02/2021;12983.07;2856.28;15839.35
FT-2021-19315;18/04/2021;6199.96;1363.99;7563.95
FT-2021-19331;02/05/2021;7496.63;1649.26;9145.89
FT-2021-19332;18/06/2021;8077.77;1777.11;9854.88
FT-2021-19389;15/12/2021;15338.14;3374.39;18712.53
FT-2021-19393;06/11/2021;4700.72;1034.16;5734.88
FT-2021-19400;22/08/2021;3498.82;769.74;4268.56
FT-2021-19404;22/05/2021;10906.94;2399.53;13306.47
